nodes	ndep	nstat	ncus	speed1	speed2	nv1	nv2	stv1	stv2	Q	T	dl	ft	cv1	cv2
222	2	20	200	25	6	4	6	1	1	1400	60	5	30	0.2	0.5
No.	x-cord	y-cord
0	-5.19471	-3.55862	
1	-6.72798	1.2013	
No.	x-cord	y-cord
202	-4.35938	3.31651	
203	-0.420022	2.46764	
204	-2.68346	-1.79213	
205	3.90712	0.68192	
206	3.98575	-2.53752	
207	4.35842	3.78193	
208	1.96297	5.60083	
209	-1.21509	1.48382	
210	0.626601	-0.555339	
211	1.37864	2.00425	
212	-1.63262	4.64191	
213	3.54862	-5.61608	
214	-4.08098	-0.319224	
215	-2.67724	-0.780019	
216	-4.30048	-3.4455	
217	6.37865	3.56123	
218	-3.0303	-0.213456	
219	-2.52727	2.28692	
220	3.77234	-0.7701	
221	-0.516518	-2.26437	
No.	p-weight	x-cord	y-cord	t-start	t-stop
2	3.2	-3.99833	-1.50828	1560	23160
3	1.68	0.0950058	0.00634977	480	22080
4	5.08	0.0549863	0.127093	4440	26040
5	5.05	0.741533	-0.114346	20640	42240
6	6.63	0.312982	0.396518	19320	40920
7	6.37	-4.65849	-1.10859	3540	25140
8	6.57	-0.43899	-0.180672	18000	39600
9	4.11	1.40308	-1.67645	28500	50100
10	5.36	2.41897	-2.35383	22800	44400
11	5.63	1.59026	0.204624	24960	46560
12	8	3.01642	-0.401915	8400	30000
13	7.69	-0.214065	-1.84966	4200	25800
14	2.34	3.17281	-0.701946	4380	25980
15	1.39	-1.42992	-0.89757	25020	46620
16	3.64	-2.83848	1.50331	22440	44040
17	7.52	0.151822	1.8751	3720	25320
18	1.68	-1.26164	1.04275	24840	46440
19	5.27	2.02821	-2.86807	26220	47820
20	4.75	-1.55963	-2.75071	17700	39300
21	5.01	2.15613	-0.7341	11820	33420
22	3.36	0.33859	0.294659	11220	32820
23	6.93	0.383104	0.250582	19560	41160
24	5.21	0.0316172	0.0496051	23160	44760
25	4.82	-0.865977	-0.304864	4020	25620
26	6.97	-0.398715	0.893331	19140	40740
27	1.98	-0.85806	1.2112	10320	31920
28	2.93	0.363576	-0.311602	12060	33660
29	7.86	1.2482	1.71129	14400	36000
30	5.95	-0.66195	-1.65093	12960	34560
31	3.38	0.747987	1.38239	26220	47820
32	3.46	1.83284	0.977399	12420	34020
33	4.73	-0.0936266	0.0401075	25140	46740
34	2.96	-0.875321	-0.151395	3960	25560
35	5.15	0.205315	0.254026	11400	33000
36	2.21	-0.479072	0.809344	2340	23940
37	7.22	-0.00548947	0.0785462	25500	47100
38	6.26	0.619364	1.32018	19020	40620
39	1.05	0.22109	-0.611778	7500	29100
40	7.28	-0.0657544	0.417613	27840	49440
41	3.43	0.505113	0.317261	3540	25140
42	2.68	2.47183	-0.568279	24540	46140
43	2.92	-0.853574	1.89117	2400	24000
44	3.04	1.19887	3.56322	21000	42600
45	7.74	0.185508	0.40671	25680	47280
46	1.6	1.07684	-0.910158	13020	34620
47	2.55	5.02576	0.498573	16800	38400
48	3.78	-1.40798	-0.928284	22860	44460
49	2.85	-0.158074	0.699	11040	32640
50	6.58	3.95177	1.29175	14160	35760
51	0.91	-0.882053	-0.63642	3780	25380
52	5.67	-2.10239	0.428445	11760	33360
53	2.71	-0.00450863	0.00689709	23760	45360
54	5.53	0.606711	-0.465504	16080	37680
55	6.1	0.200206	0.806857	2640	24240
56	1.4	1.35245	-3.33947	120	21720
57	7.89	-1.79814	0.354295	2160	23760
58	2.1	0.0464459	0.389095	10680	32280
59	5.97	0.000137029	0.00320151	26400	48000
60	5.79	-0.205261	-0.256126	2640	24240
61	5.89	0.772323	-0.196751	27120	48720
62	2.18	-4.94944	-0.481818	3660	25260
63	2.37	2.53782	1.57836	22260	43860
64	6.65	5.00735	-1.16998	15060	36660
65	3.5	2.135	-0.681243	5820	27420
66	6.08	0.40895	-0.288687	20340	41940
67	6.7	-0.671477	1.27819	21660	43260
68	7.74	-1.21636	0.194921	11760	33360
69	2.17	2.19535	-0.340494	4560	26160
70	7.17	3.48457	-0.015653	3300	24900
71	4.39	3.43686	2.57716	1200	22800
72	7.91	-0.371625	0.287591	13800	35400
73	3.37	0.135386	0.380871	12780	34380
74	5.02	1.95812	2.9183	8100	29700
75	4.13	1.02635	0.46952	16200	37800
76	7.25	-0.868039	-0.61192	780	22380
77	0.27	0.0654002	-0.00617472	60	21660
78	6.6	-0.573415	0.458646	9240	30840
79	3.09	0.372818	-0.373952	3780	25380
80	0.14	-1.21311	-0.0782243	22980	44580
81	2.67	-3.53218	-4.12194	15420	37020
82	5.03	-2.61183	-2.12842	5820	27420
83	6.36	-1.27634	-1.36234	16920	38520
84	1.6	0.0779347	0.120508	28560	50160
85	2.17	1.00388	-0.809807	28200	49800
86	6.16	-2.70334	5.54846	1200	22800
87	7.93	0.0306456	-0.906569	3840	25440
88	4.45	-0.336255	0.196261	2760	24360
89	6.9	-1.12719	0.757774	9180	30780
90	4.02	2.77899	-0.83862	12000	33600
91	5.51	2.85162	0.355546	240	21840
92	3.62	0.602327	2.30109	720	22320
93	7.67	1.78677	-0.60598	21120	42720
94	1.2	-1.05026	0.0149812	4320	25920
95	7.59	3.18706	0.497987	3840	25440
96	7.28	0.479415	-0.409638	2880	24480
97	3.42	0.248888	0.413351	19860	41460
98	6.15	1.29842	-1.81675	6000	27600
99	6.83	-1.67825	-2.02663	10380	31980
100	6.03	-3.42253	-2.41399	17520	39120
101	4.77	0.0608601	0.541115	6420	28020
102	7.13	-0.715899	1.46377	18960	40560
103	7.76	-1.28626	-3.92611	15960	37560
104	4.34	1.52197	-3.34005	28260	49860
105	4.33	1.11072	6.19683	2820	24420
106	2.67	0.425957	-0.179815	900	22500
107	5.21	1.52783	0.52915	10740	32340
108	6.18	0.238119	0.0248994	27360	48960
109	0.8	-1.51522	4.55749	5460	27060
110	1.85	1.90652	-0.763774	1740	23340
111	5.9	-1.17758	-1.02614	27480	49080
112	4.9	1.65416	2.77731	25560	47160
113	0.4	1.56013	-1.86646	28800	50400
114	7.02	-0.241929	-0.415079	7440	29040
