nodes	ndep	nstat	ncus	speed1	speed2	nv1	nv2	stv1	stv2	Q	T	dl	ft	cv1	cv2
173	3	20	150	25	6	4	5	1	1	1400	60	5	30	0.2	0.5
No.	x-cord	y-cord
0	3.08342	6.56372	
1	-3.65591	6.4217	
2	6.53647	0.546417	
No.	x-cord	y-cord
153	-0.48806	1.0131	
154	0.119119	0.00928398	
155	-0.497436	0.962889	
156	0.72088	-7.03307	
157	4.00744	-1.09233	
158	-5.89181	2.4274	
159	-0.274299	1.02577	
160	-0.0580856	5.17462	
161	0.98627	-1.10317	
162	-3.48621	-0.776223	
163	3.1446	-2.02554	
164	-0.718923	-1.2566	
165	5.30677	-2.39404	
166	-1.08861	-1.3146	
167	5.27386	3.38547	
168	-1.85085	5.10207	
169	-5.71647	-4.79904	
170	-1.33214	-5.58688	
171	7.16548	2.04625	
172	-5.99929	0.0645749	
No.	p-weight	x-cord	y-cord	t-start	t-stop
3	1.85	0.874886	-3.56773	3540	17940
4	7.96	3.31247	-1.453	24720	39120
5	2.37	-2.2428	-0.107958	16980	31380
6	3.95	-0.912018	-4.29127	24720	39120
7	2.61	-0.142228	0.183118	25980	40380
8	2.04	1.64337	1.74393	4680	19080
9	6.35	-0.00744026	0.00228154	15180	29580
10	6.76	0.984285	0.218544	4380	18780
11	6.13	-0.727734	0.643796	5820	20220
12	3.98	-0.00545904	0.0243443	1140	15540
13	6.55	0.701995	1.16916	11700	26100
14	6.81	1.25197	-0.0357974	25680	40080
15	4.8	-0.575139	0.757128	11040	25440
16	4.23	-1.32945	1.35101	24840	39240
17	7.77	3.49574	-3.37366	23160	37560
18	2.45	0.398671	0.171447	10140	24540
19	2.37	1.69084	-3.31419	28140	42540
20	6.06	-2.68582	-1.55958	300	14700
21	3.06	-1.8105	-0.0053689	22620	37020
22	0.22	0.207727	-0.033108	15300	29700
23	1.62	0.141815	1.85982	3780	18180
24	0.53	-2.28243	3.32502	3900	18300
25	2.76	0.112305	0.00423641	8460	22860
26	7.33	0.363703	-1.7986	18360	32760
27	7.98	-3.35961	-5.07898	4260	18660
28	2.49	-0.838172	0.0521496	3300	17700
29	3.66	0.0573553	0.367032	17820	32220
30	4.29	0.0120896	0.0134465	6960	21360
31	3.13	1.23073	-0.136611	15360	29760
32	5.41	-1.21916	-1.1379	7080	21480
33	7.22	1.48786	-1.08649	1020	15420
34	6.13	-3.35087	0.857979	21540	35940
35	2.59	-0.645199	0.0185923	5460	19860
36	5.86	4.26938	-4.08848	3720	18120
37	7.45	-3.1605	-1.455	28380	42780
38	7.26	1.23247	0.381015	13080	27480
39	3.21	2.07719	0.215899	11700	26100
40	7.48	1.97197	2.30926	7500	21900
41	0.8	-0.825471	-1.31303	5820	20220
42	0.86	-0.945968	1.34275	120	14520
43	3.35	0.178222	0.956778	19740	34140
44	3.66	0.0167179	-3.55644	28680	43080
45	3.26	-0.906182	-0.0198885	8460	22860
46	0.14	0.0736474	0.263421	19560	33960
47	2.5	-0.00105976	-0.0107054	16080	30480
48	6.07	1.80952	-0.498338	3360	17760
49	4.7	4.14172	-2.00936	28500	42900
50	1.55	-2.39774	-5.53686	1380	15780
51	1.4	-0.445409	1.71091	11100	25500
52	7.39	0.162346	1.40242	2040	16440
53	1.81	-1.18065	-0.651789	17400	31800
54	0.25	-1.03544	0.146756	16140	30540
55	3.14	-0.712529	-1.34633	14520	28920
56	1.86	0.432771	-1.52221	1920	16320
57	1.32	-0.650388	0.625053	3480	17880
58	4.75	0.437653	-0.810166	28440	42840
59	1.44	-3.33697	0.873321	10800	25200
60	1.63	-1.1056	-2.14604	22380	36780
61	3.51	1.05485	0.148471	22200	36600
62	3.93	-4.1977	0.788235	12420	26820
63	5.02	-0.0791387	0.390792	2580	16980
64	3.5	-5.59008	-1.2205	60	14460
65	7	1.14371	-1.54721	3000	17400
66	5.1	-3.24154	-0.832806	1920	16320
67	4.1	-0.0907687	0.276877	3180	17580
68	7.23	-0.346639	-0.300051	3060	17460
69	4.14	-0.0300971	0.454264	2640	17040
70	6.05	-0.18384	-0.142418	13860	28260
71	5.85	0.517787	-3.77566	13320	27720
72	7.53	0.00284788	-1.61389	960	15360
73	3.57	-3.33795	3.57039	6300	20700
74	0.34	0.614902	2.07734	5460	19860
75	5.45	-1.59591	-0.510167	26100	40500
76	7.07	-2.21892	2.38745	14460	28860
77	3.9	0.0463411	1.89738	10200	24600
78	4.2	0.73114	0.482011	13140	27540
79	4.67	1.00947	0.815262	1800	16200
80	1.09	-0.372621	-0.543781	21780	36180
81	1.42	-0.134874	-0.107673	11880	26280
82	2.34	2.07044	-0.180744	17160	31560
83	0.12	-0.0586715	-0.239429	26700	41100
84	1.02	-4.66568	5.08014	7440	21840
