nodes	ndep	nstat	ncus	speed1	speed2	nv1	nv2	stv1	stv2	Q	T	dl	ft	cv1	cv2
213	3	10	200	25	6	4	6	1	1	1400	60	5	30	0.20	0.50
No.	x-cord	y-cord
0	13.70	7.57
1	15.93	21.89
2	0.40	7.72
No.	x-cord	y-cord
203	4.93	11.13
204	19.84	1.16
205	18.60	21.05
206	7.05	19.51
207	20.90	13.28
208	12.70	14.53
209	13.40	3.90
210	9.85	3.11
211	18.26	4.41
212	12.38	21.83
No.	p-weight	x-cord	y-cord	t-start	t-stop
3	9.85	21.36	21.29	21054.00	49854.00
4	5.97	14.60	22.47	16530.00	45330.00
5	5.88	5.65	19.84	22317.00	51117.00
6	7.71	3.54	10.25	21800.00	50600.00
7	3.84	19.22	14.20	18142.00	46942.00
8	4.24	21.34	21.34	18054.00	46854.00
9	8.81	19.15	15.33	22568.00	51368.00
10	7.85	8.90	0.33	24825.00	53625.00
11	8.36	19.57	13.11	14941.00	43741.00
12	7.85	19.58	13.30	25089.00	53889.00
13	6.57	10.06	14.01	19006.00	47806.00
14	1.51	20.14	4.80	24392.00	53192.00
15	4.77	14.89	20.50	24416.00	53216.00
16	4.95	13.66	3.75	15560.00	44360.00
17	2.83	21.73	10.61	16984.00	45784.00
18	5.90	17.89	1.15	22223.00	51023.00
19	1.77	11.29	22.05	16454.00	45254.00
20	6.82	12.62	21.81	17537.00	46337.00
21	8.89	18.76	6.97	20519.00	49319.00
22	7.75	13.97	2.44	14819.00	43619.00
23	7.23	5.55	9.01	18868.00	47668.00
24	1.86	17.62	0.09	24429.00	53229.00
25	3.68	3.62	10.35	15565.00	44365.00
26	9.84	15.08	14.10	17356.00	46156.00
27	9.87	10.60	2.53	23451.00	52251.00
28	9.43	10.56	21.29	16088.00	44888.00
29	1.12	18.99	2.70	15488.00	44288.00
30	4.52	3.66	13.73	20342.00	49142.00
31	8.30	3.22	10.08	24549.00	53349.00
32	4.97	19.32	21.61	23953.00	52753.00
33	1.37	12.85	22.40	16316.00	45116.00
34	9.20	15.37	13.92	21924.00	50724.00
35	9.42	19.59	12.95	23609.00	52409.00
36	2.70	20.69	10.99	22664.00	51464.00
37	7.83	13.56	14.37	17915.00	46715.00
38	8.29	11.73	19.87	24322.00	53122.00
39	4.59	13.00	17.38	24738.00	53538.00
40	3.32	5.59	20.46	18579.00	47379.00
41	8.98	19.71	14.73	24521.00	53321.00
42	3.21	13.25	22.72	22745.00	51545.00
43	8.49	19.62	6.15	22811.00	51611.00
44	4.20	7.31	4.04	16641.00	45441.00
45	6.41	13.66	20.28	24017.00	52817.00
46	7.59	13.16	21.83	17472.00	46272.00
47	9.21	13.68	5.98	16823.00	45623.00
48	3.50	10.44	21.48	17851.00	46651.00
49	9.38	13.02	17.35	23811.00	52611.00
50	8.64	20.89	2.51	20044.00	48844.00
51	1.54	3.93	11.09	21140.00	49940.00
52	2.05	18.22	12.26	24337.00	53137.00
53	7.90	10.56	15.95	20098.00	48898.00
54	4.34	13.02	12.01	21971.00	50771.00
55	9.26	6.53	21.20	24496.00	53296.00
56	7.43	4.90	21.02	17449.00	46249.00
57	5.09	7.81	18.11	24137.00	52937.00
58	9.42	12.51	15.97	24850.00	53650.00
59	7.26	8.13	17.60	14772.00	43572.00
60	1.76	3.46	13.46	24242.00	53042.00
61	2.83	17.10	1.70	22873.00	51673.00
62	4.63	11.23	1.74	24372.00	53172.00
63	8.14	14.89	12.83	14776.00	43576.00
64	2.39	10.12	15.95	17418.00	46218.00
65	6.45	11.62	13.38	23363.00	52163.00
66	3.06	7.48	19.50	17576.00	46376.00
67	7.49	19.55	19.56	22782.00	51582.00
68	2.86	18.68	0.52	21427.00	50227.00
69	1.75	14.62	4.20	16636.00	45436.00
70	1.57	12.95	3.57	19705.00	48505.00
71	2.68	16.53	4.35	24603.00	53403.00
72	1.08	13.01	4.83	17748.00	46548.00
73	2.45	8.66	1.75	16087.00	44887.00
74	4.59	11.45	12.69	18036.00	46836.00
75	3.01	10.93	21.74	19846.00	48646.00
76	7.41	18.00	4.08	18501.00	47301.00
77	9.06	18.31	4.91	24530.00	53330.00
78	6.14	20.56	13.37	20018.00	48818.00
79	2.94	6.01	17.32	20910.00	49710.00
80	4.80	3.73	10.19	20404.00	49204.00
81	7.33	12.95	6.55	14977.00	43777.00
82	6.07	9.42	18.63	16466.00	45266.00
83	2.60	13.60	13.56	17364.00	46164.00
84	5.66	7.46	18.98	18272.00	47072.00
85	6.63	8.31	21.41	16483.00	45283.00
86	8.10	6.78	9.33	21421.00	50221.00
87	3.19	19.20	20.11	20997.00	49797.00
88	4.58	11.18	15.61	17432.00	46232.00
89	7.54	21.15	22.49	19622.00	48422.00
90	9.27	17.55	7.21	18149.00	46949.00
91	8.06	11.73	14.86	22612.00	51412.00
92	1.79	17.02	5.34	20951.00	49751.00
93	3.17	20.21	19.55	23404.00	52204.00
94	1.76	12.36	21.30	21699.00	50499.00
95	2.75	13.93	13.76	14707.00	43507.00
96	5.38	13.60	15.32	24798.00	53598.00
97	1.41	5.61	21.70	21314.00	50114.00
98	3.29	18.85	1.78	24617.00	53417.00
99	9.66	7.81	10.76	21601.00	50401.00
