nodes	ndep	nstat	ncus	speed1	speed2	nv1	nv2	stv1	stv2	Q	T	dl	ft	cv1	cv2
173	3	20	150	25	6	4	5	1	1	1400	60	5	30	0.20	0.50
No.	x-cord	y-cord
0	3.70	6.87
1	8.47	10.48
2	20.69	12.72
No.	x-cord	y-cord
153	4.07	4.46
154	14.06	9.97
155	1.55	13.07
156	15.10	22.88
157	12.41	11.47
158	17.39	12.70
159	18.38	6.10
160	17.71	1.17
161	17.42	22.63
162	5.79	18.64
163	5.78	11.45
164	6.44	20.47
165	15.68	18.39
166	17.75	10.08
167	2.76	5.82
168	21.80	18.34
169	1.75	4.67
170	4.99	14.98
171	13.87	8.59
172	2.85	13.82
No.	p-weight	x-cord	y-cord	t-start	t-stop
3	2.16	20.30	15.90	17374.00	46174.00
4	6.86	20.00	11.75	25105.00	53905.00
5	1.37	15.71	1.19	24473.00	53273.00
6	6.39	3.06	10.33	24188.00	52988.00
7	9.82	18.03	5.09	19938.00	48738.00
8	3.76	14.71	19.70	21965.00	50765.00
9	7.87	19.84	10.64	17844.00	46644.00
10	8.61	11.81	11.40	17264.00	46064.00
11	7.47	7.08	9.75	24391.00	53191.00
12	2.42	3.27	18.97	18289.00	47089.00
13	4.83	1.26	14.85	21660.00	50460.00
14	1.90	16.50	18.76	21623.00	50423.00
15	5.92	15.78	18.07	19929.00	48729.00
16	8.52	7.19	22.89	20874.00	49674.00
17	3.58	7.27	13.85	22242.00	51042.00
18	8.45	14.27	7.60	20589.00	49389.00
19	5.16	0.32	4.81	19105.00	47905.00
20	6.48	0.97	13.26	17832.00	46632.00
21	5.63	7.88	18.95	16427.00	45227.00
22	7.79	16.56	20.44	16604.00	45404.00
23	9.08	16.31	0.41	20964.00	49764.00
24	1.13	7.88	20.17	19089.00	47889.00
25	2.69	15.89	12.05	22019.00	50819.00
26	8.16	18.80	7.29	15761.00	44561.00
27	2.75	5.18	22.70	16660.00	45460.00
28	6.70	18.12	20.61	22125.00	50925.00
29	3.12	15.30	20.25	19978.00	48778.00
30	2.35	12.91	7.16	22295.00	51095.00
31	4.38	4.92	11.17	18329.00	47129.00
32	3.83	13.06	10.66	22227.00	51027.00
33	9.10	7.75	13.37	21786.00	50586.00
34	4.34	4.87	11.53	18504.00	47304.00
35	3.27	15.34	22.49	23795.00	52595.00
36	7.04	11.16	11.13	18513.00	47313.00
37	8.84	4.74	17.64	19498.00	48298.00
38	1.42	5.86	18.90	19069.00	47869.00
39	7.85	10.47	10.91	16499.00	45299.00
40	9.03	15.54	14.84	23580.00	52380.00
41	7.99	7.70	21.81	21781.00	50581.00
42	2.79	3.75	19.87	23358.00	52158.00
43	9.65	11.90	14.33	21129.00	49929.00
44	6.18	16.93	17.59	19882.00	48682.00
45	6.01	6.34	10.52	21312.00	50112.00
46	7.71	5.53	8.74	16597.00	45397.00
47	4.77	15.61	22.52	23994.00	52794.00
48	6.31	17.40	9.96	23969.00	52769.00
49	5.35	6.30	20.16	24905.00	53705.00
50	6.71	6.87	11.59	23024.00	51824.00
51	1.82	2.26	15.27	23100.00	51900.00
52	9.46	9.11	19.65	20403.00	49203.00
53	6.69	18.98	4.51	21833.00	50633.00
54	6.22	19.36	10.30	16113.00	44913.00
55	4.07	5.02	14.34	18790.00	47590.00
56	6.45	12.93	10.72	22094.00	50894.00
57	6.27	19.98	1.33	19289.00	48089.00
58	5.36	12.68	22.36	22841.00	51641.00
59	9.93	17.85	22.53	21481.00	50281.00
60	2.36	18.81	12.36	19243.00	48043.00
61	3.30	5.62	2.12	14404.00	43204.00
62	6.10	2.34	8.28	22259.00	51059.00
63	1.15	3.52	20.37	16187.00	44987.00
64	1.46	17.67	12.07	16837.00	45637.00
65	2.17	19.14	2.47	20584.00	49384.00
66	4.48	3.37	16.55	16687.00	45487.00
67	6.43	14.01	12.33	21855.00	50655.00
68	7.44	0.71	13.15	23109.00	51909.00
69	4.25	1.06	5.20	19973.00	48773.00
70	2.16	11.10	8.05	24750.00	53550.00
71	8.71	1.92	5.90	17136.00	45936.00
72	7.05	4.85	15.15	21310.00	50110.00
73	6.43	19.70	22.85	23686.00	52486.00
74	2.40	21.00	6.07	14997.00	43797.00
75	7.87	2.55	12.75	19530.00	48330.00
76	8.43	3.59	5.51	15034.00	43834.00
77	5.69	3.27	5.88	23636.00	52436.00
78	9.91	12.65	7.37	20940.00	49740.00
79	8.75	4.48	1.81	14908.00	43708.00
80	3.68	2.48	13.10	25181.00	53981.00
81	2.15	20.19	5.99	21116.00	49916.00
82	6.91	11.00	13.05	14466.00	43266.00
83	1.73	1.41	11.17	24417.00	53217.00
84	8.58	17.20	3.68	17241.00	46041.00
85	5.12	16.27	16.98	16487.00	45287.00
86	1.94	10.41	10.53	23823.00	52623.00
87	4.08	17.68	5.55	23453.00	52253.00
88	7.09	18.56	21.94	16507.00	45307.00
89	2.93	20.28	8.64	18142.00	46942.00
90	9.00	11.37	9.72	16609.00	45409.00
91	4.67	1.81	10.66	16480.00	45280.00
92	2.83	18.12	7.20	21340.00	50140.00
93	1.74	3.92	3.20	23282.00	52082.00
94	2.56	3.45	13.20	19872.00	48672.00
95	1.03	16.12	19.89	23066.00	51866.00
96	4.94	2.54	4.76	19422.00	48222.00
97	1.56	17.64	16.69	17533.00	46333.00
98	3.98	13.50	19.06	16506.00	45306.00
99	8.52	15.26	22.45	19899.00	48699.00
100	6.05	1.90	4.50	24814.00	53614.00
101	2.59	19.38	6.54	19863.00	48663.00
102	5.43	3.46	16.30	15311.00	44111.00
103	5.99	8.56	20.78	20207.00	49007.00
104	8.42	2.93	5.19	20028.00	48828.00
105	2.08	18.22	4.91	19679.00	48479.00
106	7.94	2.76	4.99	21063.00	49863.00
107	1.89	2.49	14.64	22264.00	51064.00
108	9.86	1.54	15.51	20696.00	49496.00
109	1.23	7.76	12.27	19669.00	48469.00
110	8.32	2.20	2.27	14539.00	43339.00
111	8.75	13.90	20.16	18659.00	47459.00
112	5.88	12.96	22.94	15659.00	44459.00
113	4.58	5.53	19.18	16546.00	45346.00
114	1.92	7.32	19.92	17055.00	45855.00
115	6.39	2.98	3.87	24124.00	52924.00
116	5.82	1.90	7.52	16205.00	45005.00
117	3.01	20.10	16.40	17575.00	46375.00
118	9.41	15.60	1.86	18008.00	46808.00
119	4.64	19.56	14.65	22842.00	51642.00
120	4.32	16.17	12.27	15760.00	44560.00
121	4.24	20.54	20.66	18919.00	47719.00
122	4.53	14.36	11.92	21653.00	50453.00
123	9.37	18.71	13.06	16939.00	45739.00
124	1.64	1.53	2.67	23723.00	52523.00
125	2.93	15.82	1.48	17689.00	46489.00
126	5.57	2.43	16.20	15929.00	44729.00
127	5.73	5.01	21.43	17952.00	46752.00
128	1.11	5.35	3.37	21160.00	49960.00
129	3.81	5.32	13.82	18210.00	47010.00
130	4.93	17.21	6.74	23499.00	52299.00
131	2.87	19.77	11.60	20989.00	49789.00
132	3.16	5.02	10.72	20473.00	49273.00
133	7.62	17.50	22.15	15430.00	44230.00
134	7.54	13.74	17.97	20483.00	49283.00
135	5.08	10.17	11.60	17318.00	46118.00
136	1.52	17.19	17.61	18427.00	47227.00
137	9.04	3.77	7.91	18152.00	46952.00
138	7.05	0.42	6.40	20695.00	49495.00
139	8.45	6.93	14.46	15122.00	43922.00
140	2.92	16.28	19.52	23978.00	52778.00
141	9.30	20.39	16.67	24457.00	53257.00
142	3.14	17.74	4.82	15771.00	44571.00
143	8.87	12.50	9.97	23337.00	52137.00
144	4.75	17.96	6.33	14490.00	43290.00
145	2.45	18.41	5.31	17147.00	45947.00
146	3.06	16.79	14.75	17386.00	46186.00
147	2.31	3.10	5.84	16883.00	45683.00
148	4.87	2.66	3.66	21219.00	50019.00
149	1.80	16.61	7.96	19704.00	48504.00
150	1.08	19.79	2.95	14625.00	43425.00
151	9.62	16.36	2.80	24302.00	53102.00
152	7.82	7.59	16.24	19857.00	48657.00
