nodes	ndep	nstat	ncus	speed1	speed2	nv1	nv2	stv1	stv2	Q	T	dl	ft	cv1	cv2
62	2	10	50	25	6	3	3	1	1	1400	60	5	30	0.20	0.50
No.	x-cord	y-cord
0	10.55	9.11
1	6.81	11.16
No.	x-cord	y-cord
52	17.16	20.94
53	8.01	1.46
54	5.02	4.89
55	3.45	18.46
56	0.69	18.95
57	12.15	16.97
58	10.00	3.48
59	5.84	12.26
60	5.45	12.44
61	8.50	0.88
No.	p-weight	x-cord	y-cord	t-start	t-stop
2	5.89	7.29	3.90	16581.00	45381.00
3	6.48	14.95	21.12	20883.00	49683.00
4	3.94	11.29	1.55	24138.00	52938.00
5	7.50	8.46	13.58	24596.00	53396.00
6	4.49	2.93	4.68	16412.00	45212.00
7	8.92	16.84	19.96	15256.00	44056.00
8	1.10	5.23	6.57	15794.00	44594.00
9	5.89	10.37	3.41	20503.00	49303.00
10	6.40	0.80	16.61	18776.00	47576.00
11	8.92	3.69	12.09	16586.00	45386.00
12	2.32	6.06	10.33	19641.00	48441.00
13	7.68	4.45	18.73	23034.00	51834.00
14	4.50	10.95	19.54	19382.00	48182.00
15	5.39	16.16	21.47	22636.00	51436.00
16	1.19	8.68	4.35	17879.00	46679.00
17	9.71	3.21	20.12	16569.00	45369.00
18	3.33	7.90	11.35	19961.00	48761.00
19	7.38	17.89	20.78	14486.00	43286.00
20	7.59	5.04	12.16	16558.00	45358.00
21	5.23	11.31	19.58	21086.00	49886.00
22	3.16	17.77	20.41	15138.00	43938.00
23	7.08	1.14	20.40	22870.00	51670.00
24	4.74	18.20	19.61	24209.00	53009.00
25	9.16	4.76	11.03	19126.00	47926.00
26	9.44	9.27	1.76	23908.00	52708.00
27	3.95	5.17	1.01	15367.00	44167.00
28	9.27	3.55	2.50	20812.00	49612.00
29	2.83	3.37	13.24	17000.00	45800.00
30	6.93	6.04	12.13	22500.00	51300.00
31	4.22	7.51	14.57	16229.00	45029.00
32	3.59	6.10	9.97	19318.00	48118.00
33	1.78	4.51	2.15	14561.00	43361.00
34	4.90	6.93	1.07	24195.00	52995.00
35	8.75	6.66	13.60	23645.00	52445.00
36	7.17	12.94	15.16	17991.00	46791.00
37	3.48	10.32	3.88	15901.00	44701.00
38	5.18	10.30	2.47	22873.00	51673.00
39	2.40	5.89	18.40	25173.00	53973.00
40	7.81	7.91	4.38	20946.00	49746.00
41	8.09	3.93	13.49	24442.00	53242.00
42	9.46	9.83	3.49	18498.00	47298.00
43	9.71	4.95	4.31	23348.00	52148.00
44	4.99	6.87	2.36	25086.00	53886.00
45	1.27	1.37	16.31	16819.00	45619.00
46	2.33	4.88	20.26	23457.00	52257.00
47	9.80	2.63	4.46	24785.00	53585.00
48	1.25	4.74	7.30	15655.00	44455.00
49	4.75	18.25	19.78	17103.00	45903.00
50	9.95	10.49	18.65	25026.00	53826.00
51	3.84	3.31	16.17	20902.00	49702.00
