nodes	ndep	nstat	ncus	speed1	speed2	nv1	nv2	stv1	stv2	Q	T	dl	ft	cv1	cv2
72	2	20	50	25	6	3	3	1	1	1400	60	5	30	0.20	0.50
No.	x-cord	y-cord
0	12.71	21.50
1	15.72	22.73
No.	x-cord	y-cord
52	7.86	14.42
53	6.19	19.78
54	5.60	6.04
55	16.02	10.03
56	9.34	2.57
57	5.11	9.63
58	21.58	14.70
59	12.11	22.09
60	11.29	10.16
61	19.06	14.32
62	6.46	13.59
63	21.00	10.57
64	18.24	15.99
65	7.80	3.49
66	15.74	3.08
67	21.30	18.09
68	12.42	10.90
69	0.93	15.53
70	13.53	4.30
71	6.28	9.38
No.	p-weight	x-cord	y-cord	t-start	t-stop
2	4.59	18.30	10.74	22708.00	51508.00
3	4.63	17.47	9.13	20728.00	49528.00
4	6.78	5.83	5.50	22551.00	51351.00
5	4.87	2.95	8.63	20820.00	49620.00
6	1.59	11.63	11.13	19359.00	48159.00
7	9.14	12.24	19.57	20819.00	49619.00
8	8.28	5.63	12.47	19233.00	48033.00
9	3.39	6.61	1.00	23846.00	52646.00
10	9.86	6.27	18.35	19151.00	47951.00
11	1.44	12.16	11.62	22712.00	51512.00
12	5.04	11.26	19.46	20859.00	49659.00
13	3.21	15.28	6.39	22293.00	51093.00
14	6.33	13.21	5.32	21577.00	50377.00
15	2.30	9.82	22.67	20804.00	49604.00
16	7.34	8.41	7.67	15090.00	43890.00
17	6.13	8.83	1.57	16726.00	45526.00
18	3.49	10.02	15.62	23860.00	52660.00
19	6.89	6.65	9.06	20570.00	49370.00
20	4.03	18.86	18.09	23186.00	51986.00
21	6.58	11.18	5.16	15071.00	43871.00
22	3.85	16.87	7.35	24620.00	53420.00
23	1.34	4.06	12.79	24425.00	53225.00
24	8.08	9.13	19.77	20044.00	48844.00
25	9.26	9.67	11.19	18015.00	46815.00
26	4.18	8.04	15.97	19604.00	48404.00
27	4.59	19.86	15.62	24262.00	53062.00
28	8.60	7.45	21.53	20667.00	49467.00
29	7.81	16.30	7.36	23388.00	52188.00
30	1.97	3.77	16.11	24690.00	53490.00
31	3.94	4.38	14.90	21725.00	50525.00
32	3.88	14.09	20.68	15522.00	44322.00
33	3.71	4.70	5.51	23608.00	52408.00
34	1.99	5.91	9.71	22134.00	50934.00
35	5.10	5.76	4.17	16823.00	45623.00
36	4.50	5.21	2.31	14857.00	43657.00
37	2.95	16.77	4.08	24414.00	53214.00
38	4.68	11.68	9.04	15455.00	44255.00
39	9.44	21.56	11.00	24837.00	53637.00
40	1.28	16.53	12.82	15082.00	43882.00
41	7.78	21.17	13.35	22247.00	51047.00
42	6.83	6.83	5.32	20144.00	48944.00
43	9.41	17.40	14.91	14590.00	43390.00
44	4.09	10.04	4.16	22029.00	50829.00
45	7.25	11.78	1.44	23769.00	52569.00
46	6.20	11.59	21.66	21621.00	50421.00
47	2.85	19.04	11.29	14773.00	43573.00
48	3.00	16.80	7.22	24602.00	53402.00
49	4.94	9.42	0.63	17833.00	46633.00
50	5.88	7.20	9.17	24967.00	53767.00
51	4.30	16.37	1.29	17527.00	46327.00
