nodes	ndep	nstat	ncus	speed1	speed2	nv1	nv2	stv1	stv2	Q	T	dl	ft	cv1	cv2
163	3	10	150	25	6	4	5	1	1	1400	60	5	30	0.20	0.50
No.	x-cord	y-cord
0	11.22	19.72
1	3.29	7.01
2	4.02	16.44
No.	x-cord	y-cord
153	11.11	6.55
154	11.81	6.46
155	11.66	22.87
156	4.56	9.78
157	5.44	19.80
158	0.40	20.52
159	21.29	20.41
160	12.72	4.69
161	11.78	16.73
162	14.33	1.64
No.	p-weight	x-cord	y-cord	t-start	t-stop
3	5.80	0.23	18.41	16800.00	45600.00
4	8.47	13.44	2.99	20441.00	49241.00
5	8.31	14.67	6.12	24176.00	52976.00
6	7.49	21.71	21.29	24476.00	53276.00
7	8.05	8.41	6.53	14541.00	43341.00
8	4.31	15.12	0.95	24522.00	53322.00
9	3.89	11.86	2.26	18895.00	47695.00
10	9.46	2.98	7.41	17121.00	45921.00
11	6.44	12.34	14.31	23811.00	52611.00
12	1.29	14.31	22.40	15053.00	43853.00
13	9.25	19.38	21.01	19405.00	48205.00
14	2.14	19.57	19.03	17594.00	46394.00
15	1.57	6.68	19.69	15615.00	44415.00
16	1.68	4.74	17.46	24442.00	53242.00
17	5.61	0.04	19.81	21440.00	50240.00
18	5.15	9.95	5.67	23799.00	52599.00
19	5.91	6.96	10.31	21272.00	50072.00
20	9.06	6.73	22.31	18419.00	47219.00
21	9.07	13.06	15.16	21585.00	50385.00
22	8.58	16.02	0.34	18563.00	47363.00
23	2.91	10.32	5.89	18621.00	47421.00
24	3.29	9.98	14.83	21342.00	50142.00
25	9.81	1.92	18.79	18258.00	47058.00
26	6.53	12.48	14.90	24940.00	53740.00
27	3.12	11.02	4.38	16106.00	44906.00
28	8.54	11.06	6.49	15155.00	43955.00
29	7.21	6.23	12.17	24620.00	53420.00
30	4.58	14.49	16.25	21080.00	49880.00
31	4.17	8.53	5.25	17750.00	46550.00
32	1.50	12.31	16.94	21083.00	49883.00
33	8.37	13.47	19.13	18228.00	47028.00
34	9.76	11.42	14.84	15512.00	44312.00
35	7.67	9.65	16.19	19112.00	47912.00
36	6.70	20.59	18.03	17491.00	46291.00
37	1.15	3.68	7.09	24019.00	52819.00
38	6.95	2.60	8.38	15197.00	43997.00
39	1.47	13.78	22.97	18696.00	47496.00
40	7.45	11.80	7.03	18791.00	47591.00
41	5.72	14.10	15.52	20706.00	49506.00
42	7.41	4.46	20.26	22264.00	51064.00
43	1.57	2.60	22.26	15507.00	44307.00
44	9.19	1.65	22.64	16529.00	45329.00
45	4.37	11.14	6.78	16163.00	44963.00
46	7.76	4.41	12.71	18573.00	47373.00
47	7.56	12.95	16.90	21075.00	49875.00
48	6.98	2.30	20.67	17715.00	46515.00
49	4.72	19.75	19.14	20415.00	49215.00
50	9.78	20.48	20.65	21118.00	49918.00
51	5.89	10.28	4.34	20116.00	48916.00
52	1.41	13.76	15.62	18149.00	46949.00
53	1.73	3.21	12.13	21495.00	50295.00
54	6.44	10.60	21.10	14972.00	43772.00
55	8.76	3.69	22.09	14619.00	43419.00
56	7.76	12.83	17.26	14746.00	43546.00
57	7.77	6.14	20.45	17349.00	46149.00
58	7.64	11.62	16.70	20629.00	49429.00
59	5.11	8.04	20.52	15699.00	44499.00
60	3.63	10.15	5.00	21598.00	50398.00
61	6.34	13.94	7.30	19537.00	48337.00
62	6.08	12.18	4.02	23047.00	51847.00
63	5.68	4.78	9.97	17800.00	46600.00
64	9.07	5.62	11.61	24678.00	53478.00
65	9.47	3.49	8.51	15612.00	44412.00
66	9.76	2.40	9.74	18061.00	46861.00
67	6.07	9.64	17.33	19871.00	48671.00
68	9.06	5.35	7.25	24279.00	53079.00
69	2.12	2.25	19.72	25143.00	53943.00
70	8.00	9.78	18.22	14846.00	43646.00
71	2.79	12.95	14.98	19380.00	48180.00
72	5.71	13.53	21.60	16054.00	44854.00
73	4.76	10.10	5.85	22203.00	51003.00
74	6.63	13.47	7.50	21179.00	49979.00
