nodes	ndep	nstat	ncus	speed1	speed2	nv1	nv2	stv1	stv2	Q	T	dl	ft	cv1	cv2
41	1	10	30	25	6	3	3	1	1	1400	60	5	30	0.2	0.5
No.	x-cord	y-cord
0	-5.13547	-4.45313	
No.	x-cord	y-cord
31	5.48605	1.12961	
32	-2.68605	-2.46405	
33	6.94402	0.796764	
34	-0.500258	-0.417952	
35	-3.01881	-5.127	
36	1.89372	-0.7159	
37	0.808679	-3.52323	
38	1.48785	-1.8614	
39	5.05513	3.85211	
40	-3.92263	-2.57778	
No.	p-weight	x-cord	y-cord	t-start	t-stop
1	1.38	-0.465978	1.49153	5100	33900
2	1.62	2.72687	-0.424506	540	29340
3	5	0.41607	-0.575612	4320	33120
4	3.54	0.899513	-0.894737	5340	34140
5	4.82	-0.738209	-1.26237	3060	31860
6	6.19	-0.243069	-1.81583	3960	32760
7	7.92	-0.713515	2.43245	2460	31260
8	5.89	0.391455	1.51398	10500	39300
9	7.03	-2.04217	-0.401593	1020	29820
10	4.79	-0.385891	0.429011	4560	33360
11	6.77	-1.63941	2.26818	480	29280
12	3.52	-1.23794	0.204804	8580	37380
13	5.92	-0.311204	-0.626187	240	29040
14	5.39	0.225919	1.50733	2160	30960
15	4.98	-0.844424	1.51142	9360	38160
16	6.63	-1.37335	-2.78208	6000	34800
17	3.55	4.15272	3.10626	1740	30540
18	4.32	-3.20617	0.0601397	5520	34320
19	6.75	-1.33478	1.00852	5880	34680
20	3.34	-1.20793	-1.87895	4500	33300
21	0.85	1.91184	-1.16663	4920	33720
22	2.7	-4.18588	-3.70032	180	28980
23	2.66	-1.72349	-4.26219	6600	35400
24	5.29	0.637503	2.28518	6720	35520
25	0.78	-1.73735	-1.41343	12780	41580
26	1.89	-0.104884	-1.40375	9240	38040
27	2.28	-0.107635	0.268055	5220	34020
28	7.07	4.15	2.94204	6720	35520
29	3.21	-2.28005	-1.43497	7140	35940
30	5.06	-1.16824	-1.88532	13500	42300
