nodes	ndep	nstat	ncus	speed1	speed2	nv1	nv2	stv1	stv2	Q	T	dl	ft	cv1	cv2
173	3	20	150	25	6	4	5	1	1	1400	60	5	30	0.2	0.5
No.	x-cord	y-cord
0	3.08342	6.56372	
1	-3.65591	6.4217	
2	6.53647	0.546417	
No.	x-cord	y-cord
153	-0.48806	1.0131	
154	0.119119	0.00928398	
155	-0.497436	0.962889	
156	0.72088	-7.03307	
157	4.00744	-1.09233	
158	-5.89181	2.4274	
159	-0.274299	1.02577	
160	-0.0580856	5.17462	
161	0.98627	-1.10317	
162	-3.48621	-0.776223	
163	3.1446	-2.02554	
164	-0.718923	-1.2566	
165	5.30677	-2.39404	
166	-1.08861	-1.3146	
167	5.27386	3.38547	
168	-1.85085	5.10207	
169	-5.71647	-4.79904	
170	-1.33214	-5.58688	
171	7.16548	2.04625	
172	-5.99929	0.0645749	
No.	p-weight	x-cord	y-cord	t-start	t-stop
3	1.85	0.874886	-3.56773	3540	10740
4	7.96	3.31247	-1.453	24720	31920
5	2.37	-2.2428	-0.107958	16980	24180
6	3.95	-0.912018	-4.29127	24720	31920
7	2.61	-0.142228	0.183118	25980	33180
8	2.04	1.64337	1.74393	4680	11880
9	6.35	-0.00744026	0.00228154	15180	22380
10	6.76	0.984285	0.218544	4380	11580
11	6.13	-0.727734	0.643796	5820	13020
12	3.98	-0.00545904	0.0243443	1140	8340
13	6.55	0.701995	1.16916	11700	18900
14	6.81	1.25197	-0.0357974	25680	32880
15	4.8	-0.575139	0.757128	11040	18240
16	4.23	-1.32945	1.35101	24840	32040
17	7.77	3.49574	-3.37366	23160	30360
18	2.45	0.398671	0.171447	10140	17340
19	2.37	1.69084	-3.31419	28140	35340
20	6.06	-2.68582	-1.55958	300	7500
21	3.06	-1.8105	-0.0053689	22620	29820
22	0.22	0.207727	-0.033108	15300	22500
23	1.62	0.141815	1.85982	3780	10980
24	0.53	-2.28243	3.32502	3900	11100
25	2.76	0.112305	0.00423641	8460	15660
26	7.33	0.363703	-1.7986	18360	25560
27	7.98	-3.35961	-5.07898	4260	11460
28	2.49	-0.838172	0.0521496	3300	10500
29	3.66	0.0573553	0.367032	17820	25020
30	4.29	0.0120896	0.0134465	6960	14160
31	3.13	1.23073	-0.136611	15360	22560
32	5.41	-1.21916	-1.1379	7080	14280
33	7.22	1.48786	-1.08649	1020	8220
34	6.13	-3.35087	0.857979	21540	28740
35	2.59	-0.645199	0.0185923	5460	12660
36	5.86	4.26938	-4.08848	3720	10920
37	7.45	-3.1605	-1.455	28380	35580
38	7.26	1.23247	0.381015	13080	20280
39	3.21	2.07719	0.215899	11700	18900
40	7.48	1.97197	2.30926	7500	14700
41	0.8	-0.825471	-1.31303	5820	13020
42	0.86	-0.945968	1.34275	120	7320
43	3.35	0.178222	0.956778	19740	26940
44	3.66	0.0167179	-3.55644	28680	35880
45	3.26	-0.906182	-0.0198885	8460	15660
46	0.14	0.0736474	0.263421	19560	26760
47	2.5	-0.00105976	-0.0107054	16080	23280
48	6.07	1.80952	-0.498338	3360	10560
49	4.7	4.14172	-2.00936	28500	35700
50	1.55	-2.39774	-5.53686	1380	8580
51	1.4	-0.445409	1.71091	11100	18300
52	7.39	0.162346	1.40242	2040	9240
53	1.81	-1.18065	-0.651789	17400	24600
54	0.25	-1.03544	0.146756	16140	23340
55	3.14	-0.712529	-1.34633	14520	21720
56	1.86	0.432771	-1.52221	1920	9120
57	1.32	-0.650388	0.625053	3480	10680
58	4.75	0.437653	-0.810166	28440	35640
59	1.44	-3.33697	0.873321	10800	18000
60	1.63	-1.1056	-2.14604	22380	29580
61	3.51	1.05485	0.148471	22200	29400
62	3.93	-4.1977	0.788235	12420	19620
63	5.02	-0.0791387	0.390792	2580	9780
64	3.5	-5.59008	-1.2205	60	7260
65	7	1.14371	-1.54721	3000	10200
66	5.1	-3.24154	-0.832806	1920	9120
67	4.1	-0.0907687	0.276877	3180	10380
68	7.23	-0.346639	-0.300051	3060	10260
69	4.14	-0.0300971	0.454264	2640	9840
70	6.05	-0.18384	-0.142418	13860	21060
71	5.85	0.517787	-3.77566	13320	20520
72	7.53	0.00284788	-1.61389	960	8160
73	3.57	-3.33795	3.57039	6300	13500
74	0.34	0.614902	2.07734	5460	12660
75	5.45	-1.59591	-0.510167	26100	33300
76	7.07	-2.21892	2.38745	14460	21660
77	3.9	0.0463411	1.89738	10200	17400
78	4.2	0.73114	0.482011	13140	20340
79	4.67	1.00947	0.815262	1800	9000
80	1.09	-0.372621	-0.543781	21780	28980
81	1.42	-0.134874	-0.107673	11880	19080
82	2.34	2.07044	-0.180744	17160	24360
83	0.12	-0.0586715	-0.239429	26700	33900
84	1.02	-4.66568	5.08014	7440	14640
85	3.43	0.942757	-1.80015	1980	9180
86	7.48	-0.930257	-0.624043	17880	25080
87	2.31	1.18147	0.51395	13140	20340
88	3.28	-3.35652	1.13847	19020	26220
89	5.58	0.492937	-0.844206	12660	19860
90	3.2	1.52658	-2.19164	4440	11640
