nodes	ndep	nstat	ncus	speed1	speed2	nv1	nv2	stv1	stv2	Q	T	dl	ft	cv1	cv2
162	2	10	150	25	6	4	5	1	1	1400	60	5	30	0.2	0.5
No.	x-cord	y-cord
0	-4.09549	5.48537	
1	-4.13162	6.01489	
No.	x-cord	y-cord
152	-5.9329	0.631763	
153	0.199148	0.0406428	
154	1.63779	1.62018	
155	-1.01919	1.40916	
156	5.49993	5.04507	
157	0.261989	-0.0675077	
158	-4.65734	-3.98835	
159	2.4372	0.581664	
160	-1.93012	0.196157	
161	1.42652	2.59409	
No.	p-weight	x-cord	y-cord	t-start	t-stop
2	0.54	0.585662	-2.16175	8820	30420
3	5.01	1.15389	0.599971	14280	35880
4	1.16	0.616335	0.301685	1020	22620
5	3.3	1.29343	-0.924108	3720	25320
6	8	-0.382855	-1.58502	3840	25440
7	4.08	-3.98639	-4.3788	60	21660
8	6.14	-1.52374	2.87169	11040	32640
9	2.33	0.618853	-0.159424	21120	42720
10	5.52	-0.334906	0.886934	20580	42180
11	2.72	1.9049	2.56054	13800	35400
12	5.17	0.131389	-0.467355	23220	44820
13	2.59	0.179784	0.0423867	19140	40740
14	1.37	-3.31675	-5.99368	20100	41700
15	4.3	-4.65718	-5.7801	20640	42240
16	3.69	-1.21528	1.03532	24480	46080
17	1.46	0.662166	0.704792	11820	33420
18	4.91	0.588708	-1.17889	21420	43020
19	1.84	2.90407	-1.75918	660	22260
20	3.55	-2.6704	1.52352	3780	25380
21	7.03	1.72306	-0.201068	27660	49260
22	5.58	-2.188	2.16242	23700	45300
23	2.86	3.66594	1.21863	10680	32280
24	1.9	1.78992	2.12033	21780	43380
25	2.86	2.85673	3.43769	2400	24000
26	7.74	-6.10064	-3.46297	3900	25500
27	0.64	2.1141	-0.258208	27900	49500
28	0.5	3.1885	-0.0304444	10500	32100
29	5.38	-0.831719	0.577189	24480	46080
30	1.95	0.660767	-0.0186874	18420	40020
31	6.62	-1.6467	-0.866224	20160	41760
32	3.36	-0.156325	0.169999	2400	24000
33	1.22	-4.52853	-1.9319	2280	23880
34	4.24	2.04002	-1.24571	19620	41220
35	1.9	1.50722	2.9777	6360	27960
36	5.9	0.174716	0.337145	120	21720
37	3.52	-0.0637607	0.161849	16440	38040
38	4.05	2.69035	1.59573	11940	33540
39	7.5	0.0805786	-0.211299	4080	25680
40	5.13	-0.251855	-0.926095	8100	29700
41	3.79	-2.78892	-1.95615	11100	32700
42	2.41	-0.227481	-0.0291921	780	22380
43	0.76	1.64794	-1.87317	3540	25140
44	7.66	0.963889	2.8929	23820	45420
45	6.81	0.0429725	0.0931035	3180	24780
46	7.18	-1.41989	-1.7116	21180	42780
47	1.32	0.149205	0.669791	16140	37740
48	7.31	-5.24833	-4.65354	27480	49080
49	4.31	-0.100498	-0.0849804	13560	35160
50	1.39	0.091216	-0.582751	2160	23760
51	6.63	0.0830846	2.7651	11280	32880
52	7.79	-0.46296	2.4823	8520	30120
53	2.34	-0.325425	0.0427907	14160	35760
54	3.97	-0.773706	2.45553	21060	42660
55	4.82	1.05425	-0.885106	2940	24540
56	7.5	0.301741	-0.534078	240	21840
57	6.79	-0.13365	1.74314	12360	33960
58	6	-0.980214	0.535555	7020	28620
59	4.3	-0.593017	0.217755	1560	23160
60	7.78	2.25214	1.29173	2820	24420
61	5.03	1.62839	2.16311	4440	26040
62	3.41	-0.682781	-1.11442	11040	32640
63	6.3	-1.1338	2.16776	5040	26640
64	6.52	2.05753	0.526631	28260	49860
65	0.97	-1.26687	0.683973	5580	27180
66	6.45	-0.708231	-0.761367	23820	45420
67	0.15	1.69356	5.48767	22560	44160
68	3.37	-2.40033	-0.182032	3480	25080
69	5.53	2.59409	0.0260796	28200	49800
70	5.09	2.10344	-0.103936	9540	31140
71	4.42	1.16034	1.47931	25500	47100
72	5.78	-2.18307	1.29252	14580	36180
73	7.12	-1.10759	2.26107	14280	35880
74	8	0.378828	0.515237	2100	23700
75	4.25	0.367182	-0.021731	12000	33600
76	4.46	0.412645	0.452955	25560	47160
77	7.67	0.651756	0.402193	1320	22920
78	1.88	1.83963	-0.863728	1860	23460
79	0.24	-5.18245	-4.1193	4740	26340
80	3.44	-0.0310515	0.0117177	6120	27720
81	7.93	-3.5402	-5.15045	10740	32340
82	2.16	-3.22936	1.54425	16920	38520
83	5.87	-2.10254	2.07045	28560	50160
84	4.38	0.652915	-0.139583	1200	22800
85	4.28	0.300948	-1.35895	3120	24720
86	6.67	0.115138	-0.141203	21420	43020
87	3.85	-4.14738	-1.25653	1620	23220
88	1.13	-7.35742	-1.13152	22080	43680
89	5.18	0.154657	0.700233	360	21960
90	7.27	2.24938	-1.57781	23760	45360
91	3.69	-0.86981	0.325819	2160	23760
92	7.13	1.925	-0.101987	660	22260
93	2.64	0.414366	0.773051	2040	23640
94	6	-3.38628	1.93894	960	22560
95	3.1	-3.12437	-1.69138	4740	26340
96	3.25	-4.00082	-3.29204	3840	25440
97	5.35	-5.11533	-1.18058	7620	29220
98	6.22	-0.674271	3.38608	27480	49080
99	3.27	-1.04409	0.478065	9180	30780
100	5.25	0.223599	0.123977	6360	27960
101	7.64	-5.26436	0.671507	780	22380
102	7.64	-0.827692	2.66864	1260	22860
103	7.07	-0.632755	-2.55999	300	21900
104	6.01	-0.321185	-1.11037	16500	38100
105	3.37	-1.15077	1.96532	22020	43620
106	6.78	-0.121908	0.0156899	21240	42840
107	1.45	1.47614	1.09813	2160	23760
108	7.53	-0.00667448	0.0311076	24540	46140
109	2.62	0.113786	-0.154413	16200	37800
110	6.13	3.145	3.38538	60	21660
111	5.18	-2.3826	-1.09329	7320	28920
112	4.06	-2.29681	-0.698206	2880	24480
113	4.99	-2.23207	-2.31003	3480	25080
114	1.51	2.86081	-0.999798	18900	40500
115	6.03	1.81933	0.164563	6720	28320
116	5	0.980632	1.36133	10920	32520
117	2	-0.0716221	0.107953	18840	40440
118	7.09	0.249246	0.0664721	960	22560
119	5.5	0.10433	-0.0398958	4260	25860
120	3.91	-5.37012	-2.15236	3360	24960
121	6.48	2.93669	-0.836039	240	21840
122	3.67	-2.23215	0.946148	23520	45120
123	4.77	-2.19674	-1.99958	16500	38100
124	6.05	-0.161914	0.0542204	13740	35340
125	7.96	-0.980784	-0.199814	20220	41820
126	5.82	2.22234	0.248954	15060	36660
127	1.31	-0.381243	0.679492	7140	28740
128	7.3	-0.0874813	-0.165796	28440	50040
129	0.7	0.437198	-0.2883	12060	33660
130	3.18	-2.06412	-0.922143	13320	34920
131	3.71	-1.09792	0.682496	6180	27780
132	4.04	0.356906	-1.09411	4860	26460
133	6.86	-0.8788	-1.68972	26340	47940
134	7.74	1.63172	-0.195782	16380	37980
135	7.64	-2.16799	0.349365	27600	49200
136	6.06	-0.000167219	-0.108493	17340	38940
137	3.74	-0.050179	2.31764	22440	44040
138	0.84	0.31527	-0.162202	22200	43800
139	4.75	0.566091	-1.03552	12780	34380
140	2.92	2.03719	0.13194	24060	45660
141	2.45	-1.2832	-1.27854	4080	25680
142	5.09	1.64545	3.28942	11580	33180
143	0.19	-2.58883	-1.88071	960	22560
144	3.28	0.666879	0.995231	16800	38400
145	7.18	0.541311	-0.783064	23100	44700
146	2.25	-3.22065	-3.37926	17280	38880
147	4.87	-1.44277	-1.07856	9300	30900
148	6.76	0.892309	-0.883474	26460	48060
149	1.5	-6.57117	0.497049	1860	23460
150	7.23	-6.50908	-2.5867	4320	25920
151	5.54	2.34612	-1.49449	8460	30060
