nodes	ndep	nstat	ncus	speed1	speed2	nv1	nv2	stv1	stv2	Q	T	dl	ft	cv1	cv2
213	3	10	200	25	6	4	6	1	1	1400	60	5	30	0.2	0.5
No.	x-cord	y-cord
0	-5.63728	-4.86489	
1	7.13022	1.6009	
2	1.84517	5.80619	
No.	x-cord	y-cord
203	-6.35263	-2.21506	
204	2.99496	-4.51692	
205	-0.146069	2.26473	
206	0.0412563	-0.803027	
207	2.8513	4.91843	
208	-0.289757	4.47089	
209	-2.26339	-4.73377	
210	-2.50295	-6.37924	
211	1.92644	-5.3505	
212	0.30041	0.135053	
No.	p-weight	x-cord	y-cord	t-start	t-stop
3	7.68	0.916538	0.645216	16020	44820
4	0.25	1.05496	0.144326	15840	44640
5	1.49	-0.56412	-0.334811	23040	51840
6	0.47	0.0752639	-0.0960146	27180	55980
7	6.38	-1.87991	-1.50172	19320	48120
8	7.42	0.132347	0.542345	3300	32100
9	6.85	-0.480938	-0.934827	16260	45060
10	4.89	1.26547	0.636658	28560	57360
11	6.6	-0.155278	0.7268	19920	48720
12	2.29	-0.434957	0.168557	3600	32400
13	4.68	-0.105625	-0.368076	10440	39240
14	6.85	1.5347	-6.8169	2040	30840
15	1.81	1.04909	-1.553	23400	52200
16	6.7	-0.134362	-0.293434	11400	40200
17	6.17	0.667687	0.969503	7080	35880
18	2.56	0.989712	-0.473307	20880	49680
19	4.55	-0.352746	1.11732	8280	37080
20	5.65	-0.863533	0.361521	9540	38340
21	5.67	0.952241	-0.341688	720	29520
22	4.82	0.128167	-0.0949984	11460	40260
23	4.7	1.12151	0.16257	26760	55560
24	7.99	0.928185	-3.33995	12420	41220
25	3.58	3.00031	-4.82735	20100	48900
26	4.02	0.442093	-0.241562	14880	43680
27	4.03	-1.03187	-2.30038	27540	56340
28	4.44	0.822764	-0.514261	21720	50520
29	1.27	1.16363	0.827007	540	29340
30	3.08	-0.917881	4.8825	3480	32280
31	7.1	0.525015	0.125128	8040	36840
32	6.33	-1.04411	0.627018	17400	46200
33	0.56	-2.23111	0.447857	27180	55980
34	4.2	0.167838	-1.81858	28500	57300
35	5.29	-0.108207	1.28501	5460	34260
36	7.83	-0.450021	0.465269	12960	41760
37	5.52	-0.11902	-0.000739446	4860	33660
38	4.19	0.0319085	-0.116565	18420	47220
39	4.06	0.574089	-0.817973	14520	43320
40	7.34	1.95717	-0.997374	21420	50220
41	7.96	0.702537	-0.267946	14640	43440
42	2.88	-0.716399	2.41824	9300	38100
43	2.19	2.6894	1.75238	3180	31980
44	4.79	-0.605251	2.32138	24540	53340
45	1.94	-1.72726	-1.19852	24840	53640
